Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Mahindra Scorpio 1.99 S10 4WD,Kochi,15804.82,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,
Land Rover Range Rover 2.2L Dynamic,Coimbatore,85477.85,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,
Ford Figo Diesel ZXI,Chennai,3985.7,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,
Maruti Ertiga ZDI,Mumbai,13030.16,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,12.74 Lakh
Honda City 1.5 GXI,Ahmedabad,4522.23,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,
Honda Amaze S i-Dtech,Kolkata,5365.36,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Hyundai i10 Magna,Jaipur,5442.01,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Honda Amaze S i-Dtech,Kolkata,4982.12,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Skoda Laura Ambiente,Hyderabad,6898.32,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,
Renault Duster 85PS Diesel RxL,Delhi,8201.34,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,
Mahindra NuvoSport N6,Chennai,9964.24,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 Lakh
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,13796.64,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.98 Lakh
Hyundai i20 Asta Option 1.2,Kochi,9197.76,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Skoda Fabia 1.4 MPI Ambiente,Jaipur,4215.64,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,
Tata Indigo eCS GLX,Pune,2299.44,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,30505.9,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,15329.6,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,
Toyota Etios Liva GD SP,Delhi,4598.88,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,
Maruti Swift 1.3 VXi,Kolkata,3234.55,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,
Mercedes-Benz B Class B180,Kochi,18334.2,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,
Honda Amaze S Diesel,Kolkata,4982.12,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,8.54 Lakh
Hyundai Verna 1.6 SX,Jaipur,7281.56,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,
Renault Duster 85PS Diesel RxL Optional,Mumbai,9121.11,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,
Hyundai Creta 1.6 VTVT S,Delhi,12493.62,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,
Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,
Audi A8 L 3.0 TDI quattro,Delhi,68983.2,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,
Hyundai i10 Magna 1.1,Pune,4445.58,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,13643.34,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,
Skoda Superb Style 1.8 TSI AT,Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,33.58 Lakh
Hyundai i20 Active 1.2 SX,Coimbatore,12600.93,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,
Honda Amaze VX i-DTEC,Kolkata,5365.36,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,
Maruti Wagon R LXI,Chennai,1916.2,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,
Mahindra Verito 1.5 D4 BSIV,Hyderabad,5671.95,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,9.12 Lakh
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,
Maruti Wagon R VXI,Kolkata,4062.34,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.29 Lakh
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,13674,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,
Maruti Swift VDI BSIV,Delhi,6285.14,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,
Mini Cooper Convertible S,Kochi,54680.68,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh
Ford Figo Diesel,Bangalore,5518.66,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,
Tata Indica V2 DLS BSII,Jaipur,1303.02,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,
Chevrolet Beat LT,Kochi,5089.43,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,5518.66,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,
Maruti Swift ZDi,Hyderabad,10424.13,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,
Ford Figo Diesel EXI,Kolkata,3832.4,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,
Toyota Innova Crysta 2.8 GX AT,Kochi,30107.33,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,20.74 Lakh
Hyundai Santa Fe 4x4 AT,Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,
Honda City i-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.74 Lakh
Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,27777.24,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,
Chevrolet Beat Diesel LT,Mumbai,4062.34,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,
Hyundai i20 Sportz 1.4 CRDi,Kochi,11037.31,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,21921.33,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,
Maruti Ertiga VDI,Chennai,10577.42,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,16479.32,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,
Hyundai Santro Xing XO eRLX Euro II,Mumbai,1456.31,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,
Honda City i VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,
BMW X1 sDrive20d,Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,
Hyundai Grand i10 CRDi Era,Mumbai,7281.56,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,
Maruti Ciaz 1.3 Alpha,Chennai,12953.51,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,5365.36,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,
Hyundai Accent CRDi,Kochi,2759.33,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,
Volkswagen Polo GT 1.5 TDI,Jaipur,5671.95,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,
Honda Jazz 1.2 VX i VTEC,Coimbatore,10991.32,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,
Hyundai i10 Era,Jaipur,2682.68,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,33709.79,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,
Toyota Innova Crysta 2.4 ZX MT,Pune,28589.7,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.52 Lakh
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2835.98,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,
Maruti Swift VXI BSIV,Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,
Hyundai Grand i10 Magna,Mumbai,5748.6,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,
Maruti Swift VDI,Pune,5748.6,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,
Hyundai Verna CRDi 1.6 SX,Hyderabad,3985.7,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,14.07 Lakh
Hyundai Santro Xing XL,Hyderabad,2682.68,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,
Hyundai i20 1.2 Sportz,Mumbai,4292.29,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,
Mercedes-Benz GLE 350d,Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,27593.28,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,
Maruti Ritz ZDi,Hyderabad,6668.38,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,
Hyundai Creta 1.6 CRDi SX,Bangalore,21078.2,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,
Maruti A-Star Vxi,Pune,3065.92,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,
Renault Duster 110PS Diesel RXZ Option,Delhi,15329.6,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2529.38,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,
BMW X3 xDrive30d M Sport,Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,
Hyundai i10 Sportz,Bangalore,4982.12,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,19621.89,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,
Maruti Zen VXI BSII,Mumbai,843.13,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,
Maruti Swift VDI,Hyderabad,10960.66,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,10730.72,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,
Tata Zest Quadrajet 1.3 75PS XE,Pune,5748.6,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.34 Lakh
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,13030.16,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,
Maruti Swift Dzire ZDI,Jaipur,6668.38,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,
Maruti Alto 800 LXI,Kochi,4997.45,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,
Honda City 1.5 S MT,Jaipur,6453.76,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Audi Q7 3.0 TDI Quattro Technology,Kochi,107859.07,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,
Hyundai Verna 1.6 SX VTVT (O),Kochi,6561.07,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,
Honda City 1.5 V AT,Jaipur,5472.67,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,4767.51,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,
Hyundai i20 Sportz AT 1.4,Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,
Volkswagen Vento Diesel Highline,Hyderabad,7204.91,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,
Honda City i VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,
Tata Zest Quadrajet 1.3 75PS XE,Pune,8048.04,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.34 Lakh
BMW 5 Series 2003-2012 520d,Pune,42922.88,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,
Maruti Wagon R LXI Minor,Delhi,2069.5,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,
Honda Jazz VX,Delhi,7434.86,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.85 Lakh
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,10270.83,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,
Hyundai i10 Magna 1.2,Hyderabad,4752.18,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,28574.37,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,
Hyundai i10 Magna 1.2 iTech SE,Pune,4292.29,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Toyota Innova Crysta 2.4 ZX MT,Chennai,31042.44,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.4 Lakh
Audi A6 2011-2015 2.0 TDI Technology,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5963.21,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,
Maruti Alto K10 LXI,Hyderabad,3219.22,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,
Honda City i-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,16.67 Lakh
Tata Indigo LX,Coimbatore,3955.04,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,31057.77,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Hyundai Santro Xing XL,Chennai,2299.44,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,
Maruti Swift VDI BSIV,Kolkata,3832.4,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,
Maruti Celerio VXI AT,Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,
Mercedes-Benz GLE 250d,Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,79.43 Lakh
Land Rover Range Rover HSE Dynamic,Delhi,67450.24,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,
Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,
Maruti Omni 8 Seater BSIV,Hyderabad,3142.57,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,
Honda Brio 1.2 VX MT,Kochi,4798.16,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.62 Lakh
Tata Sumo Delux,Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,
Tata Indica Vista Aura 1.3 Quadrajet,Pune,4368.94,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,
Maruti Wagon R LXI BS IV,Delhi,4062.34,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,
Mahindra XUV500 W8 4WD,Hyderabad,16249.38,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,
Tata Indigo LS Dicor,Pune,1916.2,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,
Maruti Ertiga Paseo VXI,Mumbai,12646.92,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,
Honda Accord 2.4 A/T,Mumbai,6821.67,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,
Maruti Swift Dzire VDi,Kolkata,5671.95,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,4292.29,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,
Honda City ZX GXi,Kolkata,2759.33,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33648.47,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
BMW 6 Series 640d Gran Coupe,Mumbai,75115.04,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,
Audi Q7 45 TDI Quattro Technology,Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,1.04 Cr
Maruti Zen Estilo LXI Green (CNG),Pune,2146.14,2008,42496,CNG,Manual,First,26.3 kmpl,998 CC,67.1 bhp,5,
Hyundai i20 1.4 CRDi Asta,Pune,8431.28,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,
Hyundai i10 Sportz AT,Bangalore,4522.23,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5,
Honda Jazz 1.2 V CVT i VTEC,Kochi,10516.11,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,
Maruti Swift VDI BSIV,Hyderabad,9427.7,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,
Hyundai i20 Asta 1.2,Pune,5058.77,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,3909.05,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,
Maruti Alto LXi,Ahmedabad,2299.44,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Toyota Corolla H4,Chennai,3832.4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,
Maruti Alto LXi,Chennai,2146.14,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,
Tata Manza ELAN Quadrajet BS IV,Pune,5212.06,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,
Maruti Alto LXi,Pune,3449.16,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,11497.2,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,
Toyota Corolla H4,Kolkata,4292.29,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,
Hyundai i20 Asta Option 1.2,Coimbatore,11742.47,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Maruti Vitara Brezza LDi,Chennai,10960.66,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh
Honda City 1.5 V MT,Delhi,5365.36,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,5365.36,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,
Honda Amaze S i-Dtech,Kolkata,5288.71,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Hyundai EON D Lite Plus,Coimbatore,5442.01,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
BMW 3 Series Luxury Line,Kochi,39841.63,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,58.67 Lakh
Hyundai Verna 1.6 SX,Bangalore,8048.04,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,4445.58,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,
Skoda Octavia RS,Jaipur,3142.57,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5,28.37 Lakh
Maruti Alto K10 VXI,Pune,5748.6,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.48 Lakh
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,10347.48,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
Chevrolet Spark 1.0 LS,Kolkata,1456.31,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,79713.92,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,72.64 Lakh
Honda CR-V RVi MT,Jaipur,5993.87,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,
Skoda Superb L&K 1.8 TSI AT,Kochi,41849.81,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,36.15 Lakh
Hyundai i10 Magna 1.2,Chennai,4138.99,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Maruti Swift LDI,Delhi,5365.36,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,
Maruti Swift Dzire VXi AT,Mumbai,9504.35,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,
Nissan Micra Diesel XV,Chennai,4215.64,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,
Maruti Swift Dzire Tour LDI,Mumbai,4982.12,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,4982.12,2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,
Maruti Zen LX,Kolkata,996.42,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,
Mini Clubman Cooper S,Pune,53653.6,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,44.59 Lakh
Toyota Etios GD,Kolkata,4982.12,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,
Maruti Alto 800 2016-2019 LXI,Kolkata,4445.58,2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,
Maruti Alto VXi,Bangalore,4445.58,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5,
BMW X5 3.0d,Bangalore,27210.04,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,
Nissan Teana XV,Mumbai,12646.92,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,
Hyundai Grand i10 AT Asta,Coimbatore,8845.18,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,
Maruti Vitara Brezza ZDi Plus,Hyderabad,14547.79,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12 Lakh
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,19851.83,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,
Mercedes-Benz GLA Class 200 CDI,Chennai,30659.2,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Maruti 800 AC,Chennai,1532.96,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4,
Renault Duster 85PS Diesel RxL,Chennai,10884.02,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,
Toyota Corolla Altis D-4D GL,Mumbai,25293.84,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,
Mercedes-Benz New C-Class 220,Chennai,39856.96,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,
Maruti Ritz VDi,Hyderabad,4905.47,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,
Honda BRV i-VTEC V CVT,Kochi,14532.46,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,14.65 Lakh
Hyundai Xcent 1.1 CRDi Base,Kochi,6131.84,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,
